state,parliament_seat,dun_seat,polling_district,code,polling_centre,latitude,longitude
Pahang,P.089 BENTONG,N.36 PELANGAI,SUNGAI GAPOI,089/36/07,DEWAN SERBAGUNA SUNGAI GAPOI,,
Pahang,P.089 BENTONG,N.36 PELANGAI,TELEMONG,089/36/08,SEKOLAH JENIS KEBANGSAAN (CINA) TELEMONG,102.0884622,3.293301
Pahang,P.089 BENTONG,N.36 PELANGAI,SUNGAI PERDAK,089/36/09,BALAI RAYA KG. SUNGAI PERDAK,,
Pahang,P.090 BERA,N.37 GUAI,CHAROK PUTING,090/37/01,SEKOLAH KEBANGSAAN CHARUK PUTING,102.5056792,3.421495024
Pahang,P.090 BERA,N.37 GUAI,BATU BOR,090/37/02,SEKOLAH KEBANGSAAN BATU BOR,102.567,3.41828
Pahang,P.090 BERA,N.37 GUAI,BOHOR BAHARU,090/37/03,SEKOLAH KEBANGSAAN BOHOR BAHARU,102.587,3.39353
Pahang,P.090 BERA,N.37 GUAI,FELDA PURUN,090/37/04,SEKOLAH KEBANGSAAN (FELDA) PURUN,102.635,3.36743
Pahang,P.090 BERA,N.37 GUAI,FELDA MAYAM,090/37/05,SEKOLAH KEBANGSAAN (FELDA) MAYAM,102.6623977,3.365083983
Pahang,P.090 BERA,N.37 GUAI,FELDA KUMAI,090/37/06,SEKOLAH KEBANGSAAN (FELDA) KUMAI,102.652,3.3089
Pahang,P.090 BERA,N.37 GUAI,FELDA BUKIT KEPAYANG,090/37/07,SEKOLAH KEBANGSAAN (LKTP) BUKIT KEPAYANG,,
Pahang,P.090 BERA,N.37 GUAI,BUKIT ROK,090/37/08,SEKOLAH KEBANGSAAN BT ROK,102.570907,3.353357
Pahang,P.090 BERA,N.37 GUAI,KUALA BERA,090/37/09,SEKOLAH KEBANGSAAN BATU PAPAN,102.5206928,3.354636876
Pahang,P.090 BERA,N.37 GUAI,KUALA TRIANG,090/37/10,SEKOLAH KEBANGSAAN KUALA TRIANG,102.5075177,3.326699878
Pahang,P.090 BERA,N.37 GUAI,SENYUM JEMPOL,090/37/11,SEKOLAH KEBANGSAAN GUAI,102.4741725,3.329882295
Pahang,P.090 BERA,N.37 GUAI,DURIAN TAWAR,090/37/12,SEKOLAH KEBANGSAAN DURIAN TAWAR,102.444,3.33952
Pahang,P.090 BERA,N.37 GUAI,MENGKARAK,090/37/13,SEKOLAH JENIS KEBANGSAAN (CINA) MENGKARAK,102.422,3.33142
Pahang,P.090 BERA,N.37 GUAI,PADANG LUAS,090/37/14,SEKOLAH MENENGAH KEBANGSAAN SERI BERA,102.459628,3.28982
Pahang,P.090 BERA,N.38 TRIANG,LADANG MENTERI,090/38/01,SEKOLAH JENIS KEBANGSAAN (CINA) MENTERI,102.415,3.28601
Pahang,P.090 BERA,N.38 TRIANG,KERAYONG,090/38/02,SEKOLAH MENENGAH KEBANGSAAN BANDAR KERAYONG,102.449,3.26333
Pahang,P.090 BERA,N.38 TRIANG,TAMAN SENTOSA,090/38/03,SEKOLAH JENIS KEBANGSAAN (CINA) TRIANG 2,,
Pahang,P.090 BERA,N.38 TRIANG,BANDAR TRIANG,090/38/04,SEKOLAH MENENGAH KEBANGSAAN TRIANG,102.422,3.25099
Pahang,P.090 BERA,N.38 TRIANG,KAMPUNG BARU TRIANG,090/38/05,SEKOLAH JENIS KEBANGSAAN (CINA) TRIANG 1,,
Pahang,P.090 BERA,N.38 TRIANG,SRI BUNTAR,090/38/06,SEKOLAH KEBANGSAAN SRI BUNTAR,102.4167738,3.233643925
Pahang,P.090 BERA,N.38 TRIANG,MENGKUANG,090/38/07,SEKOLAH JENIS KEBANGSAAN (CINA) MENGKUANG,102.399,3.18973
Pahang,P.090 BERA,N.38 TRIANG,FELDA BUKIT PUCHONG,090/38/08,SEKOLAH KEBANGSAAN (FELDA) BUKIT PUCHONG,,
Pahang,P.090 BERA,N.38 TRIANG,FELDA BUKIT MENDI,090/38/09,SEKOLAH KEBANGSAAN (LKTP) BUKIT MENDI,,
Pahang,P.090 BERA,N.39 KEMAYAN,BUKIT GEMUROH,090/39/01,SEKOLAH KEBANGSAAN BUKIT GEMURUH (JHEOA),102.5,3.3
Pahang,P.090 BERA,N.39 KEMAYAN,FELDA TRIANG DUA & TIGA,090/39/02,SEKOLAH MENENGAH KEBANGSAAN TRIANG 3,102.569,3.2591
Pahang,P.090 BERA,N.39 KEMAYAN,FELDA TEMENTI,090/39/03,SEKOLAH KEBANGSAAN (FELDA) TEMENTI,102.606,3.2674
Pahang,P.090 BERA,N.39 KEMAYAN,FELDA RENTAM,090/39/04,SEKOLAH KEBANGSAAN (FELDA) RENTAM,102.617,3.2694
Pahang,P.090 BERA,N.39 KEMAYAN,FELDA SEBERTAK,090/39/05,SEKOLAH KEBANGSAAN (FELDA) SEBERTAK,102.601,3.2541
Pahang,P.090 BERA,N.39 KEMAYAN,FELDA BERA SELATAN,090/39/06,BALAI RAYA BERA SELATAN 7,,
Pahang,P.090 BERA,N.39 KEMAYAN,KAMPUNG PASAL,090/39/07,DEWAN KAMPUNG PASAL,,
Pahang,P.090 BERA,N.39 KEMAYAN,POS ISKANDAR,090/39/08,SEKOLAH KEBANGSAAN ISKANDAR,102.654732,3.027432
Pahang,P.090 BERA,N.39 KEMAYAN,FELDA TEMBANGAU,090/39/09,SEKOLAH KEBANGSAAN (LKTP) TEMBANGAU 1,102.523,3.03179
Pahang,P.090 BERA,N.39 KEMAYAN,FELDA TRIANG SATU,090/39/10,SEKOLAH KEBANGSAAN LKTP TRIANG 2,102.535,3.23862
Pahang,P.090 BERA,N.39 KEMAYAN,KAMPUNG DATO SERI HAMZAH,090/39/11,SEKOLAH KEBANGSAAN KEMAYAN,102.401,3.12546
Pahang,P.090 BERA,N.39 KEMAYAN,KEMAYAN,090/39/12,SEKOLAH MENENGAH KEBANGSAAN KEMAYAN,102.3763591,3.134703805
Pahang,P.090 BERA,N.39 KEMAYAN,LADANG KEMAYAN,090/39/13,SEKOLAH JENIS KEBANGSAAN (CINA) KEMAYAN,102.371,3.13636
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,BANDAR BUKIT IBAM,091/40/01,SEKOLAH MENENGAH AGAMA BUKIT IBAM,,
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,KAMPUNG AUR,091/40/02,SEKOLAH KEBANGSAAN KAMPUNG AUR,,
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,KAMPUNG AUR,091/40/02,SEKOLAH KEBANGSAAN BULUH NIPIS,102.936089,3.096627
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,KOTA BAHAGIA,091/40/03,SEKOLAH KEBANGSAAN LADANG KOTA BAHAGIA,102.93,2.98
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,BUKIT SEROK,091/40/04,SEKOLAH KEBANGSAAN BUKIT SEROK,,
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,BUKIT SEROK,091/40/04,SEKOLAH KEBANGSAAN MELATI,102.7826986,2.979802259
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,FELDA KERATONG 2,091/40/05,SEKOLAH KEBANGSAAN (FELDA) KERATONG 2,102.876456,2.90914272
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,FELDA KERATONG 3,091/40/06,SEKOLAH KEBANGSAAN (LKTP) KERATONG 3,102.915,2.90604
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,FELDA KERATONG 5,091/40/07,SEKOLAH AGAMA RAKYAT AL-ASRIAH FELDA KERATONG 5,,
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,FELDA KERATONG 7,091/40/08,SEKOLAH KEBANGSAAN (LKTP) KERATONG 7,102.9860875,2.860537157
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,FELDA KERATONG 4,091/40/09,SEKOLAH KEBANGSAAN (LKTP) KERATONG 4,102.911,2.90221
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,FELDA KERATONG 1,091/40/10,SEKOLAH KEBANGSAAN (FELDA) KERATONG 1,102.8765077,2.896833718
Pahang,P.091 ROMPIN,N.40 BUKIT IBAM,FELDA SELANCAR I,091/40/11,SEKOLAH MENENGAH KEBANGSAAN SELANCAR,102.9497245,2.691494604
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,MUADZAM SHAH,091/41/01,SEKOLAH KEBANGSAAN BUKIT RIDAN,103.089,3.0619
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,MUADZAM SHAH,091/41/01,SEKOLAH KEBANGSAAN MUADZAM SHAH,103.08139,3.068745571
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,BUKIT RIDAN,091/41/02,DEWAN STESEN MARDI MUADZAM SHAH,,
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,FELDA KERATONG 10,091/41/03,SEKOLAH KEBANGSAAN KERATONG 10,102.985,2.97246
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,FELDA KERATONG 9,091/41/04,SEKOLAH KEBANGSAAN PERANTAU DAMAI,102.976329,2.962652453
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,FELDA KERATONG 8,091/41/05,SEKOLAH KEBANGSAAN (LKTP) KERATONG 8,102.9893243,2.969402632
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,KEDAIK,091/41/06,SEKOLAH KEBANGSAAN KEDAIK,103.228972,2.885574
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,GADING,091/41/07,BALAI RAYA KAMPUNG GADING,,
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,GADING,091/41/07,TADIKA KEMAS/JAKOA KAMPUNG KERPAL,,
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,LEBAN CHONDONG,091/41/08,SEKOLAH KEBANGSAAN LEBAN CHONDONG,103.429,2.88816
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,FELDA KERATONG 6,091/41/09,SEKOLAH KEBANGSAAN (FELDA) KERATONG 6,103.019,2.88437
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,CHENDERAWASIH,091/41/10,SEKOLAH KEBANGSAAN CHENDERAWASIH,102.91,2.96
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,FELDA SELANCAR,091/41/11,SEKOLAH KEBANGSAAN (FELDA) SELANCAR 2,103.018845,2.633301
Pahang,P.091 ROMPIN,N.41 MUADZAM SHAH,FELDA SELANCAR 3,091/41/12,SEKOLAH KEBANGSAAN (LKTP) SELANCAR 3,103.003822,2.612745
Pahang,P.091 ROMPIN,N.42 TIOMAN,SUNGAI PUTERI,091/42/01,SEKOLAH KEBANGSAAN SUNGAI PUTERI,103.449,2.81412
Pahang,P.091 ROMPIN,N.42 TIOMAN,KUALA ROMPIN,091/42/02,SEKOLAH MENENGAH KEBANGSAAN ROMPIN,103.485133,2.802353
Pahang,P.091 ROMPIN,N.42 TIOMAN,BANDAR BARU ROMPIN,091/42/03,SEKOLAH KEBANGSAAN ROMPIN,103.484,2.80128
Pahang,P.091 ROMPIN,N.42 TIOMAN,PONTIAN,091/42/04,SEKOLAH KEBANGSAAN PONTIAN,103.507,2.74631
Pahang,P.091 ROMPIN,N.42 TIOMAN,FELDA SELENDANG,091/42/05,SEKOLAH KEBANGSAAN (FELDA) SELENDANG 1,,
Pahang,P.091 ROMPIN,N.42 TIOMAN,FELDA SELENDANG,091/42/05,SEKOLAH KEBANGSAAN SUNGAI MOK,,
Pahang,P.091 ROMPIN,N.42 TIOMAN,SARANG TIONG,091/42/06,SEKOLAH KEBANGSAAN SARANG TIONG,103.5924901,2.675315806
Pahang,P.091 ROMPIN,N.42 TIOMAN,KAMPUNG JANGLAU,091/42/07,SEKOLAH KEBANGSAAN JANGLAU,103.566,2.71445
Pahang,P.091 ROMPIN,N.42 TIOMAN,KAMPUNG JAWA,091/42/08,SEKOLAH MENENGAH KEBANGSAAN TANJUNG GEMOK,103.6017041,2.683061074
Pahang,P.091 ROMPIN,N.42 TIOMAN,ENDAU,091/42/09,SEKOLAH KEBANGSAAN TANJUNG GEMOK,,
Pahang,P.091 ROMPIN,N.42 TIOMAN,PIANGGU,091/42/10,SEKOLAH KEBANGSAAN PIANGGU,103.589,2.64855
Pahang,P.091 ROMPIN,N.42 TIOMAN,DENAI,091/42/11,SEKOLAH KEBANGSAAN DENAI,103.605261,2.588866
Pahang,P.091 ROMPIN,N.42 TIOMAN,TEKEK,091/42/12,SEKOLAH MENENGAH KEBANGSAAN TEKEK,104.1579888,2.817299052
Pahang,P.091 ROMPIN,N.42 TIOMAN,TEKEK,091/42/12,SALANG PUSAKA RESORT TIOMAN,,
Pahang,P.091 ROMPIN,N.42 TIOMAN,JUARA,091/42/13,SEKOLAH KEBANGSAAN JUARA,104.202,2.79363
Pahang,P.091 ROMPIN,N.42 TIOMAN,KAMPUNG GENTING,091/42/14,BALAI RAYA KAMPUNG GENTING,,
Pahang,P.091 ROMPIN,N.42 TIOMAN,MUKUT,091/42/15,SEKOLAH KEBANGSAAN MUKUT,104.1827338,2.721756286
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,PARIT BAHARU BARUH,092/01/01,SEKOLAH JENIS KEBANGSAAN (CINA) POAY CHNEH PARIT BARU SUNGAI AIR TAWAR,,
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,SUNGAI TENGAR UTARA,092/01/02,SEKOLAH RENDAH AGAMA AL-ITTIKHADIAH SUNGAI TENGAR,,
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,SUNGAI AIR TAWAR,092/01/03,SEKOLAH KEBANGSAAN SERI MAWAR SUNGAI AIR TAWAR,,
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,SUNGAI BERNAM,092/01/04,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SUNGAI BERNAM,100.936873,3.850135
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,SUNGAI AIR TAWAR SELATAN,092/01/05,SEKOLAH RENDAH AGAMA TEBUK MUFRAD SUNGAI AIR TAWAR,,
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,SUNGAI TENGAR SELATAN,092/01/06,SEKOLAH KEBANGSAAN SUNGAI TENGAR,100.880277,3.823441
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,KAMPUNG PARIT BAHARU,092/01/07,SEKOLAH KEBANGSAAN PARIT BAHARU,100.8444,3.815562
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,KAMPUNG TELUK BELANGA,092/01/08,SEKOLAH KEBANGSAAN SERI CEMPAKA,100.829079,3.798316
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,BETING KEPAH,092/01/09,SEKOLAH RENDAH JENIS KEBANGSAAN (CINA) PHOOI MIN TELUK RHU,,
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,KAMPUNG TELUK RHU,092/01/10,SEKOLAH KEBANGSAAN TELUK RU,100.854635,3.791657
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,SIMPANG EMPAT,092/01/11,SEKOLAH KEBANGSAAN SIMPANG 4 BAGAN NAKHODA OMAR,,
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,KAMPUNG SEKENDI,092/01/12,SEKOLAH KEBANGSAAN SEKENDI SABAK BERNAM,,
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,KAMPUNG BANTING,092/01/13,SEKOLAH KEBANGSAAN KAMPONG BANTING,100.923882,3.758059
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,KAMPUNG BATU 38 BARUH,092/01/14,SEKOLAH KEBANGSAAN BATU 38 SABAK BERNAM,,
Selangor,P.092 SABAK BERNAM,N.01 SUNGAI AIR TAWAR,KAMPUNG BAHARU,092/01/15,SEKOLAH KEBANGSAAN KAMPUNG BAHARU SABAK BERNAM,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,SABAK BERNAM BARAT,092/02/01,SEKOLAH AGAMA MENENGAH MUHAMMADIAH PEKAN SABAK,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,KAMPUNG AIR MANIS,092/02/02,BALAI JAWATANKUASA KEMAJUAN DAN KESELAMATAN KAMPUNG (JKKK) KAMPUNG BATU 37 DARAT,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,KAMPUNG SERI AMAN,092/02/03,SEKOLAH KEBANGSAAN PANCHANG BEDENA SUNGAI BESAR,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,TEBUK PULAI,092/02/04,SEKOLAH KEBANGSAAN TUN DOKTOR ISMAIL,100.978575,3.727658
Selangor,P.092 SABAK BERNAM,N.02 SABAK,TORKINGTON,092/02/05,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SABAK BERNAM,101.00416,3.757225
Selangor,P.092 SABAK BERNAM,N.02 SABAK,SABAK BERNAM TIMUR,092/02/06,KOLEJ TINGKATAN ENAM TUNKU ABDUL RAHMAN PUTRA SABAK BERNAM,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,SABAK BERNAM TIMUR,092/02/06,SEKOLAH KEBANGSAAN DOKTOR ABDUL LATIFF,100.987381,3.771341
Selangor,P.092 SABAK BERNAM,N.02 SABAK,BAGAN NIRA,092/02/07,SEKOLAH RENDAH AGAMA HIDAYATUL HASANAH BAGAN NIRA',,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,KAMPUNG SAPINTAS,092/02/08,SEKOLAH RENDAH AGAMA BATU 2 SAPINTAS,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,KAMPUNG BAGAN TERAP,092/02/09,SEKOLAH KEBANGSAAN BAGAN TERAP,101.056466,3.746608
Selangor,P.092 SABAK BERNAM,N.02 SABAK,BAGAN TERAP PARIT SEMBILAN,092/02/10,SEKOLAH KEBANGSAAN SERI BAHAGIA SUNGAI BESAR,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,TEBUK KENCHONG,092/02/11,SEKOLAH KEBANGSAAN PARIT ENAM SUNGAI BESAR,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,PARIT ENAM,092/02/12,SEKOLAH RENDAH AGAMA PARIT 6 TIMUR SUNGAI BESAR,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,PARIT DUA TIMUR,092/02/13,DEWAN ORANG RAMAI PARIT ENAM SUNGAI BESAR,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,PARIT TIGA & EMPAT,092/02/14,BALAI JAWATANKUASA KEMAJUAN DAN KESELAMATAN (JKKK) PARIT 4 & 5 BARAT,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,PARIT SATU BARAT,092/02/15,SEKOLAH KEBANGSAAN SERI MAKMUR SUNGAI BESAR,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,SUNGAI LIAS,092/02/16,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN SUNGAI BESAR,,
Selangor,P.092 SABAK BERNAM,N.02 SABAK,BATU 4 SAPINTAS,092/02/17,SEKOLAH KEBANGSAAN SAPINTAS,101.02998,3.78102
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,PARIT 16 -BELIA 2,093/03/01,SEKOLAH KEBANGSAAN BINJAI JAYA,101.125883,3.716473
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,PARIT 13 - 15 SUNGAI PANJANG,093/03/02,SEKOLAH KEBANGSAAN TOK KHALIFAH SUNGAI BESAR,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,PARIT 6 - 12 SUNGAI PANJANG,093/03/03,KAFA INTEGERASI KAMPUNG DESA PERMAI PARIT 8 SUNGAI PANJANG,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,PARIT 2 - 5 SUNGAI PANJANG,093/03/04,SEKOLAH KEBANGSAAN PARIT EMPAT SUNGAI BESAR,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,PEKAN SUNGAI BESAR,093/03/05,SEKOLAH KEBANGSAAN SERI UTAMA SUNGAI BESAR,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,BAGAN SUNGAI BESAR,093/03/06,BALAI RAYA BAGAN SUNGAI BESAR,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,PARIT SATU TIMUR,093/03/07,SEKOLAH MENENGAH KEBANGSAAN SUNGAI BESAR,100.992263,3.677788
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,SUNGAI LIMAU,093/03/08,SEKOLAH KEBANGSAAN SUNGAI LIMAU SUNGAI BESAR,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,SUNGAI HAJI DORANI,093/03/09,SEKOLAH KEBANGSAAN SUNGAI HAJI DORANI,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,PEKET ENAM PULUH,093/03/10,BALAI RAYA PEKET 60 SUNGAI NIPAH,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,SIMPANG LIMA,093/03/11,SEKOLAH KEBANGSAAN SIMPANG LIMA SUNGAI BESAR,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,PARIT 13 SUNGAI NIPAH,093/03/12,SEKOLAH KEBANGSAAN PARIT 13 SEKINCHAN,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,SUNGAI NIPAH,093/03/13,SEKOLAH RENDAH AGAMA SIMPANG LIMA,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,SUNGAI NIBONG,093/03/14,SEKOLAH KEBANGSAAN SUNGAI NIBONG,101.072077,3.598559
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,PASIR PANJANG TENGAH,093/03/15,DEWAN DATO' MUHD. FAUZI PASIR PANJANG,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,PASIR PANJANG SELATAN,093/03/16,SEKOLAH KEBANGSAAN PASIR PANJANG,101.072778,3.566766
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,TAMAN BERKAT,093/03/17,MINI STADIUM SUNGAI BESAR,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,PARIT 6 - 12 TIMUR,093/03/18,SEKOLAH RENDAH AGAMA PARIT 11 TIMUR,,
Selangor,P.093 SUNGAI BESAR,N.03 SUNGAI PANJANG,KAMPUNG BAHARU NELAYAN,093/03/19,SEKOLAH AGAMA MENENGAH TENGKU AMPUAN JEMAAH SUNGAI BESAR,,
Selangor,P.093 SUNGAI BESAR,N.04 SEKINCHAN,SUNGAI LEMAN BENDANG UTARA,093/04/01,SEKOLAH KEBANGSAAN PARIT 9 SUNGAI LEMAN SEKINCHAN,,
Selangor,P.093 SUNGAI BESAR,N.04 SEKINCHAN,SUNGAI LEMAN BENDANG TENGAH,093/04/02,SEKOLAH KEBANGSAAN PARIT 9 SUNGAI LEMAN SEKINCHAN,,
Selangor,P.093 SUNGAI BESAR,N.04 SEKINCHAN,SUNGAI LEMAN BENDANG SELATAN,093/04/03,SEKOLAH RENDAH AGAMA PARIT 7 BAN 2 SUNGAI LEMAN,,
Selangor,P.093 SUNGAI BESAR,N.04 SEKINCHAN,SUNGAI LEMAN KAMPUNG DARAT,093/04/04,SEKOLAH KEBANGSAAN SUNGAI LEMAN,,
Selangor,P.093 SUNGAI BESAR,N.04 SEKINCHAN,SUNGAI LEMAN KAMPUNG LAUT,093/04/05,SEKOLAH RENDAH AGAMA PARIT 9 SUNGAI LEMAN SEKINCHAN,,
Selangor,P.093 SUNGAI BESAR,N.04 SEKINCHAN,SEKINCHAN SELATAN,093/04/06,SEKOLAH RENDAH JENIS KEBANGSAAN (CINA) YOKE KUAN SEKINCHAN,,
Selangor,P.093 SUNGAI BESAR,N.04 SEKINCHAN,SEKINCHAN TEMPATAN SELATAN,093/04/07,SEKOLAH RENDAH AGAMA HARMONI TAMAN RIA,,
Selangor,P.093 SUNGAI BESAR,N.04 SEKINCHAN,SEKINCHAN TEMPATAN TENGAH,093/04/08,SEKOLAH MENENGAH JENIS KEBANGSAAN YOKE KUAN SEKINCHAN,,
Selangor,P.093 SUNGAI BESAR,N.04 SEKINCHAN,SEKINCHAN TEMPATAN (SITE B),093/04/09,SEKOLAH MENENGAH JENIS KEBANGSAAN YOKE KUAN SEKINCHAN,,
Selangor,P.093 SUNGAI BESAR,N.04 SEKINCHAN,KIAN SIT,093/04/10,SEKOLAH JENIS KEBANGSAAN (CINA) KIAN SIT,101.14116,3.526446
Selangor,P.093 SUNGAI BESAR,N.04 SEKINCHAN,SEKINCHAN,093/04/11,SEKOLAH KEBANGSAAN SERI SEKINCHAN,101.100959,3.510993
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,KAWASAN S.K.C,094/05/01,SEKOLAH KEBANGSAAN SRI KELEDANG,101.332122,3.783979
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,LADANG LIMA BELAS,094/05/02,SEKOLAH RENDAH JENIS KEBANGSAAN (TAMIL) LADANG LIMA BELAS HULU SELANGOR,,
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,GEDANGSA,094/05/03,SEKOLAH MENENGAH KEBANGSAAN GEDANGSA,101.383857,3.733122
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,SUNGAI SELISIK,094/05/04,SEKOLAH KEBANGSAAN SUNGAI SELISEK,,
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,KAMPUNG GESIR,094/05/05,SEKOLAH KEBANGSAAN GESIR TENGAH,101.428665,3.72511
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,KAMPUNG SUNGAI DUSUN,094/05/06,SEKOLAH KEBANGSAAN KAMPUNG SOEHARTO,101.389151,3.683769
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,KAMPUNG DESA MAJU,094/05/07,SEKOLAH KEBANGSAAN SUNGAI TENGI,,
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,KAMPUNG SUNGAI TENGI SELATAN,094/05/08,SEKOLAH KEBANGSAAN SERI FAJAR FELDA SUNGAI TENGI SELATAN,,
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,CHANGKAT ASA,094/05/09,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG CHANGKAT ASA,,
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,KAMPUNG HULU BERNAM,094/05/10,SEKOLAH RENDAH AGAMA HULU BERNAM,,
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,KAMPUNG HULU BERNAM,094/05/10,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KALUMPANG,101.534369,3.663948
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,LADANG ESCOT,094/05/11,SEKOLAH KEBANGSAAN HULU BERNAM,101.524743,3.670467
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,KAMPUNG GUMUT,094/05/12,SEKOLAH RENDAH AGAMA KALUMPANG,,
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,BANDAR KALUMPANG,094/05/13,SEKOLAH MENENGAH KEBANGSAAN KALUMPANG,101.570207,3.634496
Selangor,P.094 HULU SELANGOR,N.05 HULU BERNAM,KAMPUNG BAHARU KALUMPANG,094/05/14,SEKOLAH RENDAH JENIS KEBANGSAAN (CINA) KALUMPANG,,
