state,parliament_seat,dun_seat,polling_district,code,polling_centre,latitude,longitude
Penang,P.047 NIBONG TEBAL,N.19 JAWI,CHANGKAT,047/19/01,SEKOLAH KEBANGSAAN KELEDANG JAYA,100.47,5.19758
Penang,P.047 NIBONG TEBAL,N.19 JAWI,PERKAMPUNGAN JAWI,047/19/02,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPUNG JAWI,100.4946556,5.214766667
Penang,P.047 NIBONG TEBAL,N.19 JAWI,TAMAN DESA JAWI,047/19/03,SEKOLAH MENENGAH KEBANGSAAN JAWI,100.4893,5.195605556
Penang,P.047 NIBONG TEBAL,N.19 JAWI,TAMAN DESA JAWI,047/19/03,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG JAWI,100.4945722,5.202188889
Penang,P.047 NIBONG TEBAL,N.19 JAWI,LADANG CALEDONIA,047/19/04,SEKOLAH JENIS KEBANGSAAN (CINA) PAI TEIK,100.468,5.17334
Penang,P.047 NIBONG TEBAL,N.19 JAWI,LADANG CALEDONIA,047/19/04,SEKOLAH JENIS KEBANGSAAN (TAMIL) NIBONG TEBAL,100.468,5.17213
Penang,P.047 NIBONG TEBAL,N.19 JAWI,LADANG BYRAM,047/19/05,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG BYRAM,100.4333944,5.191597222
Penang,P.047 NIBONG TEBAL,N.19 JAWI,LADANG VICTORIA,047/19/06,SEKOLAH MENENGAH KEBANGSAAN SERI NIBONG,100.47,5.17129
Penang,P.047 NIBONG TEBAL,N.19 JAWI,TAMAN SENTOSA,047/19/07,SEKOLAH KEBANGSAAN NIBONG TEBAL,100.4734861,5.163727778
Penang,P.047 NIBONG TEBAL,N.19 JAWI,NIBONG TEBAL,047/19/08,SEKOLAH MENENGAH KEBANGSAAN METHODIST,,
Penang,P.047 NIBONG TEBAL,N.19 JAWI,JALAN BUKIT PANCHOR,047/19/09,KOLEJ VOKASIONAL NIBONG TEBAL,,
Penang,P.047 NIBONG TEBAL,N.19 JAWI,TAMAN HELANG JAYA,047/19/10,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL RAHMAN,,
Penang,P.047 NIBONG TEBAL,N.20 SUNGAI BAKAP,PADANG LALANG,047/20/01,SEKOLAH MENENGAH KEBANGSAAN TASEK,100.504,5.27778
Penang,P.047 NIBONG TEBAL,N.20 SUNGAI BAKAP,PUTERI GUNONG,047/20/02,SEKOLAH MENENGAH KEBANGSAAN BANDAR TASEK MUTIARA,100.498,5.27542
Penang,P.047 NIBONG TEBAL,N.20 SUNGAI BAKAP,PUTERI GUNONG,047/20/02,SEKOLAH KEBANGSAAN BANDAR TASEK MUTIARA,100.5,5.27546
Penang,P.047 NIBONG TEBAL,N.20 SUNGAI BAKAP,TASEK JUNJONG,047/20/03,SEKOLAH KEBANGSAAN SERI TASEK,100.5215639,5.286458333
Penang,P.047 NIBONG TEBAL,N.20 SUNGAI BAKAP,SUNGAI DURI,047/20/04,SEKOLAH KEBANGSAAN SUNGAI DURI,100.5285833,5.209516667
Penang,P.047 NIBONG TEBAL,N.20 SUNGAI BAKAP,SUNGAI BAKAP,047/20/05,SEKOLAH MENENGAH KEBANGSAAN TUN SYED SHEH BARAKBAH,100.501,5.21108
Penang,P.047 NIBONG TEBAL,N.20 SUNGAI BAKAP,SUNGAI BAKAP,047/20/05,SEKOLAH KEBANGSAAN SUNGAI BAKAP,100.4958556,5.215033333
Penang,P.047 NIBONG TEBAL,N.20 SUNGAI BAKAP,LADANG SEMPAH,047/20/06,SEKOLAH KEBANGSAAN JAWI,100.4942,5.196589
Penang,P.047 NIBONG TEBAL,N.20 SUNGAI BAKAP,SUNGAI KECHIL,047/20/07,SEKOLAH KEBANGSAAN SUNGAI KECHIL,100.512642,5.164489
Penang,P.047 NIBONG TEBAL,N.20 SUNGAI BAKAP,KAMPUNG BESAR,047/20/08,SEKOLAH KEBANGSAAN SUNGAI KECHIL,100.512642,5.164489
Penang,P.047 NIBONG TEBAL,N.21 SUNGAI ACHEH,SUNGAI UDANG,047/21/01,MADRASAH AL-IRSYADIAH SUNGAI ACHEH,,
Penang,P.047 NIBONG TEBAL,N.21 SUNGAI ACHEH,SUNGAI SETAR,047/21/02,SEKOLAH KEBANGSAAN SUNGAI SETAR,100.4324528,5.147894444
Penang,P.047 NIBONG TEBAL,N.21 SUNGAI ACHEH,SUNGAI ACHEH,047/21/03,SEKOLAH KEBANGSAAN SUNGAI ACHEH,100.420617,5.14177
Penang,P.047 NIBONG TEBAL,N.21 SUNGAI ACHEH,SUNGAI BAKAU,047/21/04,SEKOLAH KEBANGSAAN SG BAKAU,100.419555,5.124941
Penang,P.047 NIBONG TEBAL,N.21 SUNGAI ACHEH,TANJONG BEREMBANG,047/21/05,SEKOLAH MENENGAH KEBANGSAAN SUNGAI ACHEH,100.4595778,5.148661111
Penang,P.047 NIBONG TEBAL,N.21 SUNGAI ACHEH,PERMATANG TO`MAHAT,047/21/06,SEKOLAH KEBANGSAAN PERMATANG TOK MAHAT,100.474,5.13177
Penang,P.047 NIBONG TEBAL,N.21 SUNGAI ACHEH,PERMATANG TO`MAHAT,047/21/06,SEKOLAH MENENGAH KEBANGSAAN (AGAMA) SYEIKH ABDULLAH FAHIM,,
Penang,P.047 NIBONG TEBAL,N.21 SUNGAI ACHEH,TAMAN TRANSKRIAN,047/21/07,SEKOLAH MENENGAH KEBANGSAAN SAUJANA INDAH,100.487,5.15163
Penang,P.048 BUKIT BENDERA,N.22 TANJONG BUNGA,BATU FERINGGI,048/22/01,SEKOLAH JENIS KEBANGSAAN (CINA) PAI CHAI,100.2507611,5.4749
Penang,P.048 BUKIT BENDERA,N.22 TANJONG BUNGA,JALAN VALE OF TEMPE,048/22/02,SEKOLAH KEBANGSAAN TANJUNG BUNGA,100.280156,5.461242
Penang,P.048 BUKIT BENDERA,N.22 TANJONG BUNGA,KAMPONG TANJONG BUNGA,048/22/03,SEKOLAH MENENGAH KEBANGSAAN PENDIDIKAN KHAS PERSEKUTUAN (P),100.279878,5.458306
Penang,P.048 BUKIT BENDERA,N.22 TANJONG BUNGA,SEAVIEW PARK,048/22/04,SEKOLAH MENENGAH KEBANGSAAN TANJONG BUNGA,,
Penang,P.048 BUKIT BENDERA,N.22 TANJONG BUNGA,JALAN GAJAH,048/22/05,SEKOLAH JENIS KEBANGSAAN (CINA) HUN BIN,100.304303,5.458247
Penang,P.048 BUKIT BENDERA,N.22 TANJONG BUNGA,TANJONG TOKONG,048/22/06,SEKOLAH KEBANGSAAN TANJONG TOKONG,100.307094,5.458589
Penang,P.048 BUKIT BENDERA,N.22 TANJONG BUNGA,SUNGAI KELIAN,048/22/07,SEKOLAH JENIS KEBANGSAAN (CINA) POAY WAH,100.281811,5.462908
Penang,P.048 BUKIT BENDERA,N.23 AIR PUTIH,BUKIT BENDERA,048/23/01,DATARAN STESYEN ATAS BUKIT BENDERA,,
Penang,P.048 BUKIT BENDERA,N.23 AIR PUTIH,STESYEN BAWAH,048/23/02,DEWAN JAWATANKUASA KEMAJUAN DAN KESELAMATAN KAMPONG (JKKK) BUKIT BENDERA,,
Penang,P.048 BUKIT BENDERA,N.23 AIR PUTIH,JALAN LINTANG,048/23/03,SEKOLAH JENIS KEBANGSAAN (CINA) KONG MIN PUSAT,100.2827306,5.405119444
Penang,P.048 BUKIT BENDERA,N.23 AIR PUTIH,HYE KEAT ESTATE,048/23/04,SEKOLAH JENIS KEBANGSAAN (CINA) KONG MIN PUSAT,100.2827306,5.405119444
Penang,P.048 BUKIT BENDERA,N.23 AIR PUTIH,RESERVOIR GARDENS,048/23/05,SEKOLAH JENIS KEBANGSAAN (CINA) SIN KANG,100.291,5.4003
Penang,P.048 BUKIT BENDERA,N.23 AIR PUTIH,RACE COURSE,048/23/06,SEKOLAH JENIS KEBANGSAAN (CINA) SHANG WU,100.3,5.40804
Penang,P.048 BUKIT BENDERA,N.23 AIR PUTIH,TAMAN SEMPADAN,048/23/07,SEKOLAH JENIS KEBANGSAAN (CINA) SIN KANG,100.291,5.4003
Penang,P.048 BUKIT BENDERA,N.24 KEBUN BUNGA,FETTES PARK,048/24/01,SEKOLAH MENENGAH PHOR TAY (PERSENDIRIAN),,
Penang,P.048 BUKIT BENDERA,N.24 KEBUN BUNGA,LADANG HONG SENG,048/24/02,SEKOLAH MENENGAH PHOR TAY (PERSENDIRIAN),,
Penang,P.048 BUKIT BENDERA,N.24 KEBUN BUNGA,TAMAN BUNGA,048/24/03,SEKOLAH JENIS KEBANGSAAN (CINA) PHOR TAY,100.3056083,5.438111111
Penang,P.048 BUKIT BENDERA,N.24 KEBUN BUNGA,QUARRY DRIVE,048/24/04,SEKOLAH MENENGAH KEBANGSAAN PADANG POLO,100.306,5.41928
Penang,P.048 BUKIT BENDERA,N.24 KEBUN BUNGA,JALAN BATU GANTONG,048/24/05,SEKOLAH KEBANGSAAN ST. XAVIER,,
Penang,P.048 BUKIT BENDERA,N.24 KEBUN BUNGA,RIFLE RANGE BLOK A B C,048/24/06,SEKOLAH KEBANGSAAN PADANG TEMBAK,100.2917389,5.410252778
Penang,P.048 BUKIT BENDERA,N.24 KEBUN BUNGA,RIFLE RANGE ROAD,048/24/07,SEKOLAH KEBANGSAAN PADANG TEMBAK,100.2917389,5.410252778
Penang,P.048 BUKIT BENDERA,N.24 KEBUN BUNGA,RIFLE RANGE BLOK D E F,048/24/08,PARKIR PASAR AWAM PADANG TEMBAK,,
Penang,P.048 BUKIT BENDERA,N.25 PULAU TIKUS,PANTAI MOLEK,048/25/01,SEKOLAH JENIS KEBANGSAAN (CINA) PEREMPUAN CHINA,100.3017333,5.432913889
Penang,P.048 BUKIT BENDERA,N.25 PULAU TIKUS,JALAN PUNCHAK ERSKINE,048/25/02,SEKOLAH MENENGAH KEBANGSAAN PEREMPUAN CHINA,,
Penang,P.048 BUKIT BENDERA,N.25 PULAU TIKUS,TAMAN GOTTLIEB,048/25/03,SEKOLAH MENENGAH KEBANGSAAN PEREMPUAN CHINA,,
Penang,P.048 BUKIT BENDERA,N.25 PULAU TIKUS,COLLEGE AVENUE,048/25/04,SEKOLAH MENENGAH KEBANGSAAN CONVENT PULAU TIKUS,100.3086833,5.433116667
Penang,P.048 BUKIT BENDERA,N.25 PULAU TIKUS,BANGKOK LANE,048/25/05,SEKOLAH MENENGAH KEBANGSAAN WESTLANDS,100.3186389,5.422289115
Penang,P.048 BUKIT BENDERA,N.25 PULAU TIKUS,PEEL AVENUE,048/25/06,PUSAT KECEMERLANGAN SUKAN WESTLANDS,,
Penang,P.048 BUKIT BENDERA,N.25 PULAU TIKUS,TAMAN BERJAYA,048/25/07,SEKOLAH KEBANGSAAN ST. XAVIER CAWANGAN,,
